0.034065426,0.030742001
0.076636458,0.074588001
0.076854349,0.128087997
0.083089353,0.079484001
0.074379149,0.077279001
0.073894994,0.079686001
0.057010035,0.057870999
0.075713177,0.072488002
0.029657323,0.024743
0.089190792,0.127222002
0.066530483,0.063271001
0.082159491,0.233186007
0.081645632,0.252052009
0.08156838,0.293179005
0.079834412,0.076982997
0.086008189,0.108476996
0.054656885,0.046735998
0.081104445,0.099647999
0.081104445,0.099647999
0.089063379,0.103456996
0.089063379,0.103456996
0.090624265,0.111873001
0.090624265,0.111873001
0.091687051,0.127921999
0.091687051,0.127921999
0.087123406,0.145374
0.087123406,0.145374
0.080655476,0.080054998
0.080655476,0.080054998
0.082652552,0.178285003
0.082652552,0.178285003
0.059327906,0.055844001
0.059327906,0.055844001
0.081727859,0.190982997
0.081727859,0.190982997
0.08490966,0.150911003
0.08490966,0.150911003
0.088397307,0.088811003
0.088397307,0.088811003
0.087622227,0.090085
0.087622227,0.090085
0.05049999,0.035907
0.05049999,0.035907
0.085261593,0.161055997
0.085261593,0.161055997
0.074888164,0.099669002
0.074888164,0.099669002
0.059334349,0.055075001
0.059334349,0.055075001
0.09152246,0.135236993
0.09152246,0.135236993
0.091750086,0.143294007
0.091750086,0.143294007
0.09145912,0.112493001
0.09145912,0.112493001
0.079359921,0.117017999
0.079359921,0.117017999
0.085648726,0.105772004
0.085648726,0.105772004
0.059619232,0.062740996
0.059619232,0.062740996
0.084720547,0.169468999
0.082820804,0.093115002
0.082820804,0.093115002
0.087650313,0.118192002
0.087650313,0.118192002
0.0811548,0.423979014
0.0811548,0.423979014
0.08191632,0.449539006
0.08191632,0.449539006
0.081928463,0.417638987
0.081928463,0.417638987
0.081696407,0.233019993
0.081696407,0.233019993
0.08321991,0.156189993
0.08321991,0.156189993
0.090831251,0.116658002
0.090831251,0.116658002
0.087459175,0.174301997
0.087459175,0.174301997
0.090445281,0.101829
0.090445281,0.101829
0.087308932,0.109084003
0.087782069,0.165151998
0.087782069,0.165151998
0.091192662,0.106918998
0.091192662,0.106918998
0.069670184,0.070155002
0.053542006,0.043864999
0.082980891,0.084936
0.092457801,0.104760997
0.069904038,0.080778003
0.060173014,0.046845999
0.067185324,0.059633002
0.090976232,0.087174997
0.065045136,0.060504999
0.063807543,0.067566998
0.092114806,0.129414007
0.086816863,0.086185999
